study,outcome,timepoint,data_type,field,field_category,Sam_value,Brit_value,PM_value,Claude_value,SvBr,SvPM,SvCl,BvPM,BvCl,PMvCl,Ground Truth,Sam_truth,Brit_truth,PM_truth,Claude_truth
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age <80 yr),90 days,Dichotomous,sd_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age <80 yr),90 days,Dichotomous,mean_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age <80 yr),90 days,Dichotomous,sd_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,n_intervention,Dichotomous,28,28,28,28,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,events_intervention,Dichotomous,6,6,6,6,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,n_control,Dichotomous,39,39,39,39,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,events_control,Dichotomous,4,4,4,4,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,mean_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,sd_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,mean_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Age >=80 yr),90 days,Dichotomous,sd_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,n_intervention,Dichotomous,59,59,59,59,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,events_intervention,Dichotomous,20,20,20,20,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,n_control,Dichotomous,54,54,54,54,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,events_control,Dichotomous,13,13,13,13,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,mean_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,sd_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,mean_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >4.5 to 9.0 hr),90 days,Dichotomous,sd_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,n_intervention,Dichotomous,104,104,104,104,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,events_intervention,Dichotomous,38,38,38,38,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,n_control,Dichotomous,114,114,114,114,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,events_control,Dichotomous,29,29,29,29,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,mean_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,sd_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,mean_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Time >9.0 to 24.0 hr),90 days,Dichotomous,sd_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,n_intervention,Dichotomous,101,101,101,101,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,events_intervention,Dichotomous,29,29,29,29,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,n_control,Dichotomous,84,84,84,84,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,events_control,Dichotomous,19,19,19,19,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,mean_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,sd_intervention,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,mean_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Stroke on awakening),90 days,Dichotomous,sd_control,Continuous,,,0,,,Sam N/A,,Brit N/A,,,,Sam N/A,Brit N/A,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Male),90 days,Dichotomous,n_intervention,Dichotomous,,183,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Male),90 days,Dichotomous,events_intervention,Dichotomous,,67,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Male),90 days,Dichotomous,n_control,Dichotomous,,167,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Male),90 days,Dichotomous,events_control,Dichotomous,,43,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Female),90 days,Dichotomous,n_intervention,Dichotomous,,81,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Female),90 days,Dichotomous,events_intervention,Dichotomous,,20,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Female),90 days,Dichotomous,n_control,Dichotomous,,85,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: Female),90 days,Dichotomous,events_control,Dichotomous,,18,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS less than 10),90 days,Dichotomous,n_intervention,Dichotomous,,113,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS less than 10),90 days,Dichotomous,events_intervention,Dichotomous,,55,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS less than 10),90 days,Dichotomous,n_control,Dichotomous,,107,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS less than 10),90 days,Dichotomous,events_control,Dichotomous,,41,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS 10 or greater),90 days,Dichotomous,n_intervention,Dichotomous,,151,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS 10 or greater),90 days,Dichotomous,events_intervention,Dichotomous,,32,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS 10 or greater),90 days,Dichotomous,n_control,Dichotomous,,145,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: NIHSS 10 or greater),90 days,Dichotomous,events_control,Dichotomous,,20,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: internal carotid artery occlusion),90 days,Dichotomous,n_intervention,Dichotomous,,87,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: internal carotid artery occlusion),90 days,Dichotomous,events_intervention,Dichotomous,,25,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: internal carotid artery occlusion),90 days,Dichotomous,n_control,Dichotomous,,84,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: internal carotid artery occlusion),90 days,Dichotomous,events_control,Dichotomous,,23,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M1 segment of middle cerebral artery occlusion),90 days,Dichotomous,n_intervention,Dichotomous,,119,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M1 segment of middle cerebral artery occlusion),90 days,Dichotomous,events_intervention,Dichotomous,,39,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M1 segment of middle cerebral artery occlusion),90 days,Dichotomous,n_control,Dichotomous,,130,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M1 segment of middle cerebral artery occlusion),90 days,Dichotomous,events_control,Dichotomous,,30,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M2 segment of middle cerebral artery occlusion),90 days,Dichotomous,n_intervention,Dichotomous,,58,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M2 segment of middle cerebral artery occlusion),90 days,Dichotomous,events_intervention,Dichotomous,,23,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M2 segment of middle cerebral artery occlusion),90 days,Dichotomous,n_control,Dichotomous,,38,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
Xiong,Score of 0 or 1 on the modified Rankin scale (Subgroup: M2 segment of middle cerebral artery occlusion),90 days,Dichotomous,events_control,Dichotomous,,8,,,Sam N/A,,,PM N/A,Claude N/A,,,Sam N/A,YES,PM N/A,Claude N/A
